"Search Criteria:"

"Lease Type: Both"
"District: 10"
"Permitted Fluid: Salt Water"
"Injection Type: Disposal into a productive zone (H-1)"

"UIC No.","API No.",District,"Lease No.","Lease Name","Well No.","Field Name","Operator Name",County,Oil/Gas,"Formation Names"
000038944,48301754,10,01417,"NORTHROP, JOSEPH W., ETAL",1W,"PANHANDLE WHEELER COUNTY FIELD","RENEAU, JAMES SEED CO.",WHEELER,Oil,
000038946,48300527,10,02445,HALL,1D,"PANHANDLE WHEELER COUNTY FIELD","HARVARD PETROLEUM COMPANY, LLC",WHEELER,Oil,
000038949,48302406,10,01880,"MANN, A. W.",4W,"PANHANDLE WHEELER COUNTY FIELD","DDC TRACK, LLC",WHEELER,Oil,
000038951,48380719,10,01422,"KOONS, J. P.",10W,"PANHANDLE WHEELER COUNTY FIELD","MOBIL PRODUCING TX. & N.M. INC.",WHEELER,Oil,
000038952,48380747,10,01425,"PERKINS-CULLUM -A-",19W,"PANHANDLE WHEELER COUNTY FIELD","EXXCEL PRODUCTION COMPANY",WHEELER,Oil,
000038953,48380600,10,01392,"PHILLIPS -B-","B  1","PANHANDLE WHEELER COUNTY FIELD","LOONEY OIL & GAS CO.",WHEELER,Oil,
000038954,48380775,10,01434,JACKSON,10W,"PANHANDLE WHEELER COUNTY FIELD","MUTUAL OIL OF AMERICA, INC.",WHEELER,Oil,
000038960,48302547,10,01438,DESON,7D,"PANHANDLE WHEELER COUNTY FIELD","MON CORP.",WHEELER,Oil,
000038961,48301346,10,01441,LELA,3W,"PANHANDLE WHEELER COUNTY FIELD","PHILLIPS PETROLEUM COMPANY",WHEELER,Oil,
000038962,48302450,10,02226,"LAYCOCK, O. A. ""A""",2W,"PANHANDLE WHEELER COUNTY FIELD","PANGASCO, INC.",WHEELER,Oil,
000038963,48381071,10,02381,"PORTER -D-",1D,"PANHANDLE WHEELER COUNTY FIELD","RICON PETROLEUM COMPANY",WHEELER,Oil,
000038964,48381128,10,02583,"TINDALL, J. M.",1D,"PANHANDLE WHEELER COUNTY FIELD","PANHANDLE DRILLING COMPANY",WHEELER,Oil,
000038965,48300431,10,02607,"THROCKMORTON, RUTH",3D,"PANHANDLE WHEELER COUNTY FIELD","PANHANDLE CONSULTANTS, INC.",WHEELER,Oil,
000038966,48380766,10,01431,"EVANS, LAURIS L.",2,"PANHANDLE WHEELER COUNTY FIELD","ROYAL OIL & GAS CORP.",WHEELER,Oil,
000038970,48301135,10,03033,BENSON,4W,"PANHANDLE WHEELER COUNTY FIELD","WILDCAT CEMENT CO.",WHEELER,Oil,
000038971,48302834,10,03193,HARVEY,2,"PANHANDLE WHEELER COUNTY FIELD","BLACKJACK OIL & GAS, INC.",WHEELER,Oil,
000038972,48301788,10,01465,"PERKINS, J. J. -A-",2D,"PANHANDLE WHEELER COUNTY FIELD","KELLERVILLE OPERATING, LLC",WHEELER,Oil,
000038973,48302673,10,01464,"KELLER, P. M.",1W,"PANHANDLE WHEELER COUNTY FIELD","CHEVRON U. S. A. INC.",WHEELER,Oil,
000038974,48300389,10,01997,PORTER,6D,"PANHANDLE WHEELER COUNTY FIELD","RICON PETROLEUM COMPANY",WHEELER,Oil,
000038975,48300825,10,01426,"WORLEY, E. A.",2W,"PANHANDLE WHEELER COUNTY FIELD","WY-VEL CORP",WHEELER,Oil,
000038985,39380281,10,01485,"EDGE, BEULAH",1,"QUINDUNO (ALBANY DOLOMITE, LO.)","EXXCEL PRODUCTION COMPANY",ROBERTS,Oil,
000038988,39300736,10,07761,LARONA,2D,"QUINDUNO (ALBANY DOLOMITE, LO.)","PANTERA ENERGY COMPANY",ROBERTS,Oil,
000039752,23330210,10,056647,"PRICE, T.J.",2,"BAR NINE (BROWN DOLOMITE)","C. O. OIL AND GAS, LLC",HUTCHINSON,Gas,
000039762,21130497,10,063940,"LOCKE CATTLE CO.",3AU,"LOCKE (BROWN DOLOMITE)","DANIELS ENERGY",HEMPHILL,Gas,
000039768,06580018,10,023032,NEIGHBORS,1,"PANHANDLE, WEST","SCOUT ENERGY MANAGEMENT LLC",CARSON,Gas,
000039769,23330343,10,072271,HARLAN,5,"PANHANDLE, WEST","WAGNER OIL COMPANY",HUTCHINSON,Gas,
000039773,06500950,10,023894,MOORE,1,"PANHANDLE, WEST","HUBER, J. M., CORPORATION",CARSON,Gas,
000039774,06501247,10,023907,POLING,"D  1","PANHANDLE, WEST","HUBER, J. M., CORPORATION",CARSON,Gas,
000039775,34130565,10,085195,"SNEED INJ.",1W,"PANHANDLE, WEST","SCOUT ENERGY MANAGEMENT LLC",MOORE,Gas,
000039776,23313571,10,024732,BARNES,"B  1","PANHANDLE, WEST","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Gas,
000039778,37530012,10,058295,MASTERSON,"A 34R","PITCHER CREEK (RED CAVE)","COLORADO INTERSTATE GAS COMPANY",POTTER,Gas,
000039779,39380056,10,022576,BEAN,1,"QUINDUNO (ALBANY DOLOMITE, LO.)","MOMENTUM OPERATING CO., INC.",ROBERTS,Gas,
000040069,06581782,10,00179,BROWN-WARE,"A  4","PANHANDLE CARSON COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",CARSON,Oil,
000040089,06520086,10,03457,"MCCONNELL, J. C., -A-",2,"PANHANDLE CARSON COUNTY FIELD","LARGE OPERATING LLC",CARSON,Oil,
000040090,06501823,10,02905,"GARNER, C. R., -B- NCT-2",7,"PANHANDLE CARSON COUNTY FIELD","LARGE OPERATING LLC",CARSON,Oil,
000040091,06500296,10,00165,"GARNER, C. R. C&D",6C,"PANHANDLE CARSON COUNTY FIELD","KODIAK OPERATING, LLC",CARSON,Oil,
000040335,17982920,10,00577,MCLAUGHLIN,4,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000040722,23310949,10,01159,"LOGAN -A-",2D,"PANHANDLE HUTCHINSON COUNTY FLD.","DIAMOND CHEMICALS COMPANY",HUTCHINSON,Oil,
000040723,06582552,10,02199,"BURNETT RANCH -B-",3W,"PANHANDLE CARSON COUNTY FIELD","JAY-DEE PRODUCING COMPANY",CARSON,Oil,
000040724,23311849,10,00934,"WHITTENBURG -A-",9W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000040958,17985679,10,00548,"JACKSON, NORTH",6W,"PANHANDLE GRAY COUNTY FIELD","PABLO ENERGY II, LLC",GRAY,Oil,
000040959,23300000,10,01203,"WATKINS -B-",9W,"PANHANDLE HUTCHINSON COUNTY FLD.","PRAIRIE OIL COMPANY",HUTCHINSON,Oil,
000040962,29580063,10,022377,"PIPER, OLA O.",6,"LIPSCOMB (ATOKA)","EXXON CORP.",LIPSCOMB,Gas,
000040964,17985292,10,00331,"JACKSON, WM.",6D,"PANHANDLE GRAY COUNTY FIELD","MON CORP.",GRAY,Oil,
000041228,17905162,10,00319,WORLEY,3,"PANHANDLE GRAY COUNTY FIELD","MON CORP.",GRAY,Oil,
000041376,17981159,10,00217,FAULKNER,5W,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000041462,23381233,10,00794,"DIAL, C. L., ETAL",271W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000041463,23381146,10,00794,"DIAL, C. L., ETAL",151W,"PANHANDLE HUTCHINSON COUNTY FLD.","CHEVRON U. S. A. INC.",HUTCHINSON,Oil,
000041464,23300000,10,01218,"HAILE -E-",11C,"PANHANDLE HUTCHINSON COUNTY FLD.","SUOCO OIL CORP.",HUTCHINSON,Oil,
000041610,06504026,10,00036,MARVIN,2,"PANHANDLE CARSON COUNTY FIELD","HOWELL PETROLEUM CORPORATION",CARSON,Oil,
000041612,23384474,10,01886,"LEWIS -C-",11D,"PANHANDLE HUTCHINSON COUNTY FLD.","R. & E. PRODUCTION COMPANY",HUTCHINSON,Oil,
000041623,06520005,10,00036,MARVIN,4,"PANHANDLE CARSON COUNTY FIELD","GRANITEBAY OPERATING, INC.",CARSON,Oil,
000041821,23310702,10,01948,LASATER,1W,"PANHANDLE HUTCHINSON COUNTY FLD.","MELANDSARA LIMITED PARTNERSHIP",HUTCHINSON,Oil,
000041822,06502790,10,04324,"NOEL, J. L.",2W,"PANHANDLE CARSON COUNTY FIELD","TEXACO E & P INC.",CARSON,Oil,
000041825,17984665,10,02845,"JACKSON, M. D., -D-",2,"PANHANDLE GRAY COUNTY FIELD","TEXACO INC.",GRAY,Oil,
000041826,17983586,10,00687,COMBS,3,"PANHANDLE GRAY COUNTY FIELD","TENNECO OIL CO.",GRAY,Oil,
000041830,17981405,10,00268,"DAVIDSON, M. TRUSTEE",2,"PANHANDLE GRAY COUNTY FIELD","TEXACO INC.",GRAY,Oil,
000041832,17981406,10,00268,"DAVIDSON, M. TRUSTEE",3,"PANHANDLE GRAY COUNTY FIELD","TEXACO INC.",GRAY,Oil,
000041833,17984411,10,02749,"DAVIDSON, M., NCT-1",2,"PANHANDLE GRAY COUNTY FIELD","TEXACO INC.",GRAY,Oil,
000041834,17984412,10,02749,"DAVIDSON, M., NCT-1",3,"PANHANDLE GRAY COUNTY FIELD","TEXACO INC.",GRAY,Oil,
000041835,17984416,10,02749,"DAVIDSON, M., NCT-1",12,"PANHANDLE GRAY COUNTY FIELD","TEXACO INC.",GRAY,Oil,
000041836,17981381,10,00264,GRIFFITH-DAVIDSON,2,"PANHANDLE GRAY COUNTY FIELD","TEXACO INC.",GRAY,Oil,
000041837,17903976,10,00264,GRIFFITH-DAVIDSON,4W,"PANHANDLE GRAY COUNTY FIELD","DALF ENERGY LLC",GRAY,Oil,
000041838,17981386,10,00264,GRIFFITH-DAVIDSON,7,"PANHANDLE GRAY COUNTY FIELD","TEXACO INC.",GRAY,Oil,
000041839,17981387,10,00264,GRIFFITH-DAVIDSON,8,"PANHANDLE GRAY COUNTY FIELD","TEXACO INC.",GRAY,Oil,
000041841,17900000,10,00652,"SHORT, J. C.",12W,"PANHANDLE GRAY COUNTY FIELD","LEJAN, INC.",GRAY,Oil,
000041978,23385306,10,03182,THOMPSON,1,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000042425,23300740,10,01762,"PERKINS, J. J. ETAL -C-","C  5","PANHANDLE HUTCHINSON COUNTY FLD.","CUYAHOGA EXPL. & DEVEL. CORP.",HUTCHINSON,Oil,
000042427,48300000,10,01653,"SAMMONS -A-",3D,"PANHANDLE WHEELER COUNTY FIELD","PENDLETON, WALTER, INC.",WHEELER,Oil,
000042452,48302307,10,02309,BETENBOUGH,1W,"PANHANDLE WHEELER COUNTY FIELD","M E G G , INC.",WHEELER,Oil,
000042564,23382327,10,00989,SKELLY-MERCHANT,1,"PANHANDLE HUTCHINSON COUNTY FLD.","PETROLIA GROUP, L.L.C.",HUTCHINSON,Oil,
000042618,23382919,10,01134,HAMILTON,39,"PANHANDLE HUTCHINSON COUNTY FLD.","NEW-TEX OPERATING, LLC",HUTCHINSON,Oil,
000042640,17900609,10,00542,"REYNOLDS, E. E.",7,"PANHANDLE GRAY COUNTY FIELD","RBR OIL AND GAS COMPANY",GRAY,Oil,
000042698,17903457,10,03402,"TAYLOR -CG-",3,"PANHANDLE GRAY COUNTY FIELD",TAYLOR-CLAYTON-HAWLEY,GRAY,Oil,
000042707,23331063,10,04844,WHITTENBURG,3306,"PANHANDLE HUTCHINSON COUNTY FLD.","CANADIAN RIVER TRADING CO II",HUTCHINSON,Oil,
000042772,23382016,10,00931,HOLIFIELD-WHITTENBURG,1,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000043150,23307320,10,02376,SCOTT,4,"PANHANDLE HUTCHINSON COUNTY FLD.","HOLCO OIL & GAS",HUTCHINSON,Oil,
000043849,35930117,10,06658,"MANSFIELD ""A""",4,"LAMBERT 2 (CISCO)","STEPHENS & JOHNSON OPERATING CO.",OLDHAM,Oil,
000043872,23330023,10,01257,HILL,"M 50","PANHANDLE HUTCHINSON COUNTY FLD.","ELK HORN OIL & GAS INC.",HUTCHINSON,Oil,
000043969,23384840,10,02250,"SOUTH HERRING",136,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000045360,23305206,10,02204,LUGINBHYL,4W,"PANHANDLE HUTCHINSON COUNTY FLD.","HERRMANN, J.B.",HUTCHINSON,Oil,
000045361,17982135,10,00404,"SAILOR, MARTHA",3,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000045362,17901113,10,00586,"WILLIAMS, S.P.",6W,"PANHANDLE GRAY COUNTY FIELD","TEXACO E & P INC.",GRAY,Oil,
000045363,23381460,10,00849,"HOLCO WHITTENBURG",1,"PANHANDLE HUTCHINSON COUNTY FLD.","HOOKS BROTHERS OIL CO.",HUTCHINSON,Oil,
000045364,23310022,10,00891,"STEVENSON -A-",19W,"PANHANDLE HUTCHINSON COUNTY FLD.","MARCON OPERATING COMPANY, INC.",HUTCHINSON,Oil,
000045365,06582497,10,04270,BURNETT,11,"PANHANDLE CARSON COUNTY FIELD","PG-M INTERNATIONAL OPERATING,LLC",CARSON,Oil,
000045433,17983477,10,00655,"WILLIAMS, J. E.",15W,"PANHANDLE GRAY COUNTY FIELD","XTO ENERGY INC.",GRAY,Oil,
000045849,17906701,10,00566,"SACKETT, RUBY",16,"PANHANDLE GRAY COUNTY FIELD","PETROLEUM INTERNATIONAL, INC.",GRAY,Oil,
000045851,23330827,10,04570,"SANFORD, J. M. ""E""",16,"PANHANDLE HUTCHINSON COUNTY FLD.","TOPPER OIL COMPANY",HUTCHINSON,Oil,
000047484,35980009,10,04477,"MANSFIELD ""A""",1,"LAMBERT 2 (CISCO)","BAKER & TAYLOR DRILLING CO.",OLDHAM,Oil,
000047486,21131475,10,05249,"CAMPBELL, W.R. UNIT",4,"MENDOTA, NW. (DOUGLAS, LO.)","EXXON CORP.",HEMPHILL,Oil,
000047488,23301587,10,01744,"HUBER-PRITCHARD -A-",4,"PANHANDLE HUTCHINSON COUNTY FLD.","MAC 5 OPERATING, LLC",HUTCHINSON,Oil,
000047489,23382354,10,01015,"THOMPSON ""B""",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","MCDONALD, R. A. OIL CO.",HUTCHINSON,Oil,
000047490,23384965,10,02378,"STATE OF TEXAS -A-C-",40W,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000047493,34181475,10,01944,"MCDOWELL, EMMA",1,"PANHANDLE MOORE COUNTY FIELD","KERR-MCGEE CORPORATION",MOORE,Oil,
000047495,48381211,10,03065,PRYOR,3,"PANHANDLE WHEELER COUNTY FIELD","LOBLEY, JERRY J.",WHEELER,Oil,
000047500,23310064,10,01934,KINGSLAND,13,"PANHANDLE HUTCHINSON COUNTY FLD.","PANHANDLE PRODUCING COMPANY",HUTCHINSON,Oil,
000047503,17981900,10,00377,"BOWERS, J. B. (GRYPHON)",5,"PANHANDLE GRAY COUNTY FIELD","PRODUCTION MANAGEMENT ASSOCIATIO",GRAY,Oil,
000047504,34130206,10,03867,CURTIS,"6 D","PANHANDLE (RED CAVE)","HERRMANN ENERGY",MOORE,Oil,
000047505,48380548,10,01363,PRICE,2D,"PANHANDLE WHEELER COUNTY FIELD","RIM ROCK OIL CO.",WHEELER,Oil,
000047507,17983484,10,00655,"WILLIAMS, J. E.",23W,"PANHANDLE GRAY COUNTY FIELD","XTO ENERGY INC.",GRAY,Oil,
000047715,23382818,10,01114,"CARVER B-C-D",3,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000047716,06531332,10,05136,SHERIDAN,"5 D","PANHANDLE CARSON COUNTY FIELD","RIO PETROLEUM, INC.",CARSON,Oil,
000048234,23385648,10,00954,JOHNSON,4,"PANHANDLE HUTCHINSON COUNTY FLD.","O. H. M. OPERATING",HUTCHINSON,Oil,
000048420,23330141,10,00824,MOORE-LANGDON,8D,"PANHANDLE HUTCHINSON COUNTY FLD.","ROBINSON, CLAUDE OIL & GAS",HUTCHINSON,Oil,
000048827,23380888,10,00732,"JOHNSON, E. B. -E-",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000048831,06582166,10,02511,"BURNETT, S. B., -C-",1,"PANHANDLE CARSON COUNTY FIELD","D. C. W. PRODUCTION",CARSON,Oil,
000048836,23330988,10,04680,"WHITTENBURG -65-",32W,"PANHANDLE HUTCHINSON COUNTY FLD.","C. M. P. ENTERPRISES, INC.",HUTCHINSON,Oil,
000049516,23384236,10,01616,HILL,2,"PANHANDLE HUTCHINSON COUNTY FLD.","K & D OIL & GAS COMPANY",HUTCHINSON,Oil,
000049898,17981815,10,00345,CATLIN,1,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000049899,23331706,10,01743,HUBER-HARRISON,1A,"PANHANDLE HUTCHINSON COUNTY FLD.","HUBER, J. M., CORPORATION",HUTCHINSON,Oil,
000050085,06530939,10,04923,"MCKAY B",8W,"PANHANDLE CARSON COUNTY FIELD","LINN OPERATING, INC.",CARSON,Oil,
000050091,23300000,10,05533,"JATEN STAR",315D,"PANHANDLE HUTCHINSON COUNTY FLD.","AMERICAN STAR ENERGY & MIN. CORP",HUTCHINSON,Oil,
000050096,48300957,10,01422,"KOONS, J. P.",14,"PANHANDLE WHEELER COUNTY FIELD","KELLERVILLE OPERATING, LLC",WHEELER,Oil,
000050421,06582255,10,03052,"MCCONNELL -A-",2W,"PANHANDLE CARSON COUNTY FIELD","CIRCLE W OIL & GAS COMPANY",CARSON,Oil,
000050490,34130151,10,093146,BIVINS,1,"PANHANDLE, WEST","MAPCO NATURAL GAS LIQUIDS INC.",MOORE,Gas,
000050835,23383223,10,01197,"CROSBY & HATCHER -A-",2W,"PANHANDLE HUTCHINSON COUNTY FLD.","MOMENTUM OPERATING CO., INC.",HUTCHINSON,Oil,
000050928,23307799,10,01728,"BURNETT -A-",5,"PANHANDLE HUTCHINSON COUNTY FLD.","PONY OIL COMPANY",HUTCHINSON,Oil,
000050935,23308460,10,00780,WEATHERLY,2,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTHERN OIL AND GAS, INC.",HUTCHINSON,Oil,
000051387,48381212,10,03065,PRYOR,4,"PANHANDLE WHEELER COUNTY FIELD","LOBLEY, JERRY J.",WHEELER,Oil,
000051389,23312982,10,06864,STEVENSON,4,"PANHANDLE HUTCHINSON COUNTY FLD.","ALLIANCE RESOURCES CORPORATION",HUTCHINSON,Oil,
000051391,23382010,10,00926,NEIL,4,"PANHANDLE HUTCHINSON COUNTY FLD.","PCTB OPERATING",HUTCHINSON,Oil,
000051392,17931516,10,04567,"EAKIN -A-",5W,"PANHANDLE GRAY COUNTY FIELD","PETRO HALEY",GRAY,Oil,
000051494,23310214,10,00700,"THOM -A-",4W,"PANHANDLE HUTCHINSON COUNTY FLD.","KARIS RESOURCES, LLC",HUTCHINSON,Oil,
000051605,06531089,10,05333,"TWO-BAR RANCH ""96""",1096,"PANHANDLE CARSON COUNTY FIELD","KODIAK OPERATING, LLC",CARSON,Oil,
000051606,17904343,10,025279,BOWERS,1,"PANHANDLE, WEST","SIDWELL OIL & GAS, INC.",GRAY,Gas,
000051611,39300223,10,01503,"MADELINE -A-",1,"QUINDUNO (ALBANY DOLOMITE, LO.)","PHILLIPS PETROLEUM COMPANY",ROBERTS,Oil,
000051620,23382533,10,01044,"JOHNSON, M.",5,"PANHANDLE HUTCHINSON COUNTY FLD.","PHILLIPS PETROLEUM COMPANY",HUTCHINSON,Oil,
000051635,48301003,10,02990,"SEWELL, BYRL 2-A",3D,"PANHANDLE WHEELER COUNTY FIELD","WILDCAT CEMENT CO.",WHEELER,Oil,
000051723,23300444,10,01886,"LEWIS -C-",2,"PANHANDLE HUTCHINSON COUNTY FLD.","HARMON, ALJEAN INC.",HUTCHINSON,Oil,
000051901,34130656,10,07021,BRENT,6102W,"PANHANDLE MOORE COUNTY FIELD","EMPIRIC ENERGY, INC.",MOORE,Oil,
000052342,23383661,10,01256,CLELL,"A 24","PANHANDLE HUTCHINSON COUNTY FLD.","C & C OIL PRODUCERS",HUTCHINSON,Oil,
000052460,23331942,10,05533,"JATEN STAR",1258,"PANHANDLE HUTCHINSON COUNTY FLD.","AMERICAN STAR ENERGY & MIN. CORP",HUTCHINSON,Oil,
000052898,17982930,10,00581,"POWELL -A-",13,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000053416,29531443,10,02103,"FRASS, ANNA -D-",6,"FRASS (TONKAWA)","KATO OPERATING COMPANY",LIPSCOMB,Oil,
000053427,23311841,10,01886,"LEWIS -C-",10,"PANHANDLE HUTCHINSON COUNTY FLD.","TEXOLA OIL & GAS",HUTCHINSON,Oil,
000053441,06531756,10,04904,AEBERSOLD,15D,"PANHANDLE CARSON COUNTY FIELD","PANTERA ENERGY COMPANY",CARSON,Oil,
000053443,48301007,10,01383,"BILLS, M. S.",10W,"PANHANDLE WHEELER COUNTY FIELD","DAVENPORT, VERNON",WHEELER,Oil,
000053449,06530937,10,02407,"DEAHL -C-",15,"PANHANDLE CARSON COUNTY FIELD","LUXOR OIL & GAS, INC.",CARSON,Oil,
000053578,48381210,10,03065,PRYOR,1,"PANHANDLE WHEELER COUNTY FIELD","LOBLEY, JERRY J.",WHEELER,Oil,
000053688,23383116,10,01176,HAILE,1,"PANHANDLE HUTCHINSON COUNTY FLD.","MISSION RESOURCES CORPORATION",HUTCHINSON,Oil,
000053879,06501418,10,02532,NICHOLSON,2,"PANHANDLE CARSON COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",CARSON,Oil,
000053966,17900032,10,02559,"JOHNSON EST.",6D,"PANHANDLE GRAY COUNTY FIELD","UNITED MUD SERVICE COMPANY",GRAY,Oil,
000053991,23384756,10,02186,"RANCH -E- & TS-D-","D  3","PANHANDLE HUTCHINSON COUNTY FLD.","PLUMLEY, M. C. & ASSOCIATES",HUTCHINSON,Oil,
000054024,17981388,10,00265,MERTEN,1W,"PANHANDLE GRAY COUNTY FIELD","OILWELL OPERATORS, INC.",GRAY,Oil,
000054150,23331960,10,04650,"JPH DIAL","A  4","PANHANDLE HUTCHINSON COUNTY FLD.","J. P. & H. OIL PRODUCERS",HUTCHINSON,Oil,
000054319,48331177,10,05901,HENDERSON,1,"PANHANDLE WHEELER COUNTY FIELD","COMPLETE ENERGY SERVICES, INC.",WHEELER,Oil,
000054332,34130180,10,04538,"THOMPSON -61-",1073,"PANHANDLE (RED CAVE)","POLARIS OPERATING, LLC",MOORE,Oil,
000054352,48301134,10,02913,WARD,4,"PANHANDLE WHEELER COUNTY FIELD","D. W. PRODUCTION-A.D. VINYARD",WHEELER,Oil,
000054359,06500132,10,05486,WEBSTER,1,"PANHANDLE CARSON COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",CARSON,Oil,
000054564,23331936,10,05931,MIDDLETON,3,"PANHANDLE HUTCHINSON COUNTY FLD.","HERRMANN, J.B.",HUTCHINSON,Oil,
000054870,23331543,10,05340,WHITTENBURG,1W,"PANHANDLE HUTCHINSON COUNTY FLD.","SUOCO OIL CORP.",HUTCHINSON,Oil,
000054872,34131027,10,05878,DUNN,1,"PANHANDLE MOORE COUNTY FIELD","SUOCO OIL CORP.",MOORE,Oil,
000054884,23331387,10,06032,"WILLIAM ""C""",1,"PANHANDLE HUTCHINSON COUNTY FLD.","RED LINE COMPANY, LTD.",HUTCHINSON,Oil,
000054992,08700052,10,02802,LEE,6,"PANHANDLE COLLINGSWORTH COUNTY","HARVARD PETROLEUM COMPANY, LLC",COLLINGSWORTH,Oil,
000055009,48300526,10,02784,BELL,7W,"PANHANDLE WHEELER COUNTY FIELD","WISCHKAEMPER, KENNETH",WHEELER,Oil,
000055042,17906956,10,00176,BYRUM,6,"PANHANDLE CARSON COUNTY FIELD","BHB OPERATING INC.",GRAY,Oil,
000055046,48380040,10,02742,"PIKE, L. L., ETAL",7W,"PANHANDLE WHEELER COUNTY FIELD","WILDCAT CEMENT CO.",WHEELER,Oil,
000055115,48380041,10,02742,"PIKE, L. L., ETAL",8W,"PANHANDLE WHEELER COUNTY FIELD","WILDCAT CEMENT CO.",WHEELER,Oil,
000055148,34130205,10,03867,CURTIS,7W,"PANHANDLE (RED CAVE)","HERRMANN ENERGY",MOORE,Oil,
000055178,48380994,10,01796,SCHWARTING,1W,"PANHANDLE WHEELER COUNTY FIELD","THROCKMORTON OPERATING",WHEELER,Oil,
000055244,48330658,10,01453,PARROTT-MANN,2,"PANHANDLE WHEELER COUNTY FIELD","DDC TRACK, LLC",WHEELER,Oil,
000056171,48381168,10,02842,"BELL -E-",1,"PANHANDLE WHEELER COUNTY FIELD","DAVENPORT, VERNON",WHEELER,Oil,
000056172,23382274,10,00984,"CARVER, H. W. -B-",1,"PANHANDLE HUTCHINSON COUNTY FLD.","NORTH STAR PETROLEUM CORP.",HUTCHINSON,Oil,
000056173,34130993,10,05797,MICHAEL,1,"PANHANDLE MOORE COUNTY FIELD","TAYLOR, GORDON",MOORE,Oil,
000056174,06503096,10,00158,"BYRUM, B. F. A.",4,"PANHANDLE CARSON COUNTY FIELD","PANHANDLE PLUGGERS, INC.",CARSON,Oil,
000056175,17930292,10,04014,"DICKEY OIL",2,"PANHANDLE GRAY COUNTY FIELD","OILWELL OPERATORS, INC.",GRAY,Oil,
000056697,23383120,10,01177,HARVEY,3,"PANHANDLE HUTCHINSON COUNTY FLD.","WY-VEL CORP",HUTCHINSON,Oil,
000056791,17930601,10,04213,CHAPMAN,3,"PANHANDLE GRAY COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",GRAY,Oil,
000056843,23308460,10,024623,"WEATHERLY ESTATE",2,"PANHANDLE, WEST","NORTHERN OIL AND GAS, INC.",HUTCHINSON,Gas,
000056904,23385089,10,02609,"WISDOM -WF-",5013W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000056913,17903566,10,00447,CHAPMAN,9W,"PANHANDLE GRAY COUNTY FIELD","CHEVRON U. S. A. INC.",GRAY,Oil,
000056914,34101170,10,04916,"BRITAIN, E. C.",25,"PANHANDLE MOORE COUNTY FIELD","CRESCENDO RESOURCES, L.P.",MOORE,Oil,
000056915,17907751,10,05998,"PHILLIPS ""A""",12W,"PANHANDLE GRAY COUNTY FIELD","EOTT ENERGY OPERATING L. P.",GRAY,Oil,
000057084,48300105,10,01747,"LILES, H.",4D,"PANHANDLE WHEELER COUNTY FIELD","LIONHEART ENERGY CORPORATION",WHEELER,Oil,
000057224,06531750,10,02469,HILL,4,"PANHANDLE CARSON COUNTY FIELD","TRANS TERRA CORP., INTERNATIONAL",CARSON,Oil,
000057285,48331227,10,06907,"LAYCOCK D",8SW,"PANHANDLE WHEELER COUNTY FIELD","RENEAU OIL CO.",WHEELER,Oil,
000057350,17931372,10,04936,"BOWERS, J. B. ""B""",5,"PANHANDLE GRAY COUNTY FIELD","JACO INC",GRAY,Oil,
000057504,48331103,10,05328,BELL,2W,"PANHANDLE WHEELER COUNTY FIELD","LIONHEART ENERGY CORPORATION",WHEELER,Oil,
000057508,34131898,10,04358,"MITCH & MITZIE",1W,"PANHANDLE MOORE COUNTY FIELD","J. W. RESOURCES INC.",MOORE,Oil,
